?s	?lang1	?lang2
<http://purl.obolibrary.org/obo/LANG_1004991>	"Mochi"@en	""
<http://purl.obolibrary.org/obo/LANG_1004992>	"Olekha"@en	""
<http://purl.obolibrary.org/obo/LANG_1004993>	"Olkol"@en	""
<http://purl.obolibrary.org/obo/LANG_1004994>	"Oloma"@en	""
<http://purl.obolibrary.org/obo/LANG_1004995>	"Livvi"@en	""
<http://purl.obolibrary.org/obo/LANG_1004996>	"Olrat"@en	""
<http://purl.obolibrary.org/obo/LANG_1004997>	"Old Lithuanian"@en	""
<http://purl.obolibrary.org/obo/LANG_1004998>	"Kuvale"@en	""
<http://purl.obolibrary.org/obo/LANG_1004999>	"Omaha-Ponca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005000>	"East Ambae"@en	""
<http://purl.obolibrary.org/obo/LANG_1005001>	"Mochica"@en	""
<http://purl.obolibrary.org/obo/LANG_1005002>	"Omagua"@en	""
<http://purl.obolibrary.org/obo/LANG_1005003>	"Omi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005004>	"Omok"@en	""
<http://purl.obolibrary.org/obo/LANG_1005005>	"Ombo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005006>	"Minoan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005007>	"Utarmbung"@en	""
<http://purl.obolibrary.org/obo/LANG_1005008>	"Old Manipuri"@en	""
<http://purl.obolibrary.org/obo/LANG_1005009>	"Old Marathi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005010>	"Omotik"@en	""
<http://purl.obolibrary.org/obo/LANG_1005011>	"Omurano"@en	""
<http://purl.obolibrary.org/obo/LANG_1005012>	"South Tairora"@en	""
<http://purl.obolibrary.org/obo/LANG_1005013>	"Old Mon"@en	""
<http://purl.obolibrary.org/obo/LANG_1005014>	"Ona"@en	""
<http://purl.obolibrary.org/obo/LANG_1005015>	"Lingao"@en	""
<http://purl.obolibrary.org/obo/LANG_1005016>	"Oneida"@en	""
<http://purl.obolibrary.org/obo/LANG_1005017>	"Olo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005018>	"Onin"@en	""
<http://purl.obolibrary.org/obo/LANG_1005019>	"Onjob"@en	""
<http://purl.obolibrary.org/obo/LANG_1005020>	"Kabore One"@en	""
<http://purl.obolibrary.org/obo/LANG_1005021>	"Onobasulu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005022>	"Onondaga"@en	""
<http://purl.obolibrary.org/obo/LANG_1005023>	"Sartang"@en	""
<http://purl.obolibrary.org/obo/LANG_1005024>	"Northern One"@en	""
<http://purl.obolibrary.org/obo/LANG_1005025>	"Ono"@en	""
<http://purl.obolibrary.org/obo/LANG_1005026>	"Ontenu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005027>	"Unua"@en	""
<http://purl.obolibrary.org/obo/LANG_1005028>	"Old Nubian"@en	""
<http://purl.obolibrary.org/obo/LANG_1005029>	"Onin Based Pidgin"@en	""
<http://purl.obolibrary.org/obo/LANG_1005030>	"Tohono O'odham"@en	""
<http://purl.obolibrary.org/obo/LANG_1005031>	"Ong"@en	""
<http://purl.obolibrary.org/obo/LANG_1005032>	"Önge"@en	""
<http://purl.obolibrary.org/obo/LANG_1005033>	"Oorlams"@en	""
<http://purl.obolibrary.org/obo/LANG_1005034>	"Old Ossetic"@en	""
<http://purl.obolibrary.org/obo/LANG_1005035>	"Okpamheri"@en	""
<http://purl.obolibrary.org/obo/LANG_1005036>	"Kopkaka"@en	""
<http://purl.obolibrary.org/obo/LANG_1005037>	"Oksapmin"@en	""
<http://purl.obolibrary.org/obo/LANG_1005038>	"Opao"@en	""
<http://purl.obolibrary.org/obo/LANG_1005039>	"Opata"@en	""
<http://purl.obolibrary.org/obo/LANG_1005040>	"Ofayé"@en	""
<http://purl.obolibrary.org/obo/LANG_1005041>	"Oroha"@en	""
<http://purl.obolibrary.org/obo/LANG_1005042>	"Orma"@en	""
<http://purl.obolibrary.org/obo/LANG_1005043>	"Orejón"@en	""
<http://purl.obolibrary.org/obo/LANG_1005044>	"Oring"@en	""
<http://purl.obolibrary.org/obo/LANG_1005045>	"Oroqen"@en	""
<http://purl.obolibrary.org/obo/LANG_1005046>	"Oriya (macrolanguage)"@en	"Oriya-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1005047>	"Oromo"@en	"Galla-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1005048>	"Orang Kanaq"@en	""
<http://purl.obolibrary.org/obo/LANG_1005049>	"Orokolo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005050>	"Oruma"@en	""
<http://purl.obolibrary.org/obo/LANG_1005051>	"Orang Seletar"@en	""
<http://purl.obolibrary.org/obo/LANG_1005052>	"Adivasi Oriya"@en	""
<http://purl.obolibrary.org/obo/LANG_1005053>	"Ormuri"@en	""
<http://purl.obolibrary.org/obo/LANG_1005054>	"Old Russian"@en	""
<http://purl.obolibrary.org/obo/LANG_1005055>	"Oro Win"@en	""
<http://purl.obolibrary.org/obo/LANG_1005056>	"Oro"@en	""
<http://purl.obolibrary.org/obo/LANG_1005057>	"Odia"@en	""
<http://purl.obolibrary.org/obo/LANG_1005058>	"Ormu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005059>	"Osage"@en	"Osage-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1005060>	"Oscan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005061>	"Osing"@en	""
<http://purl.obolibrary.org/obo/LANG_1005062>	"Ososo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005063>	"Old Spanish"@en	""
<http://purl.obolibrary.org/obo/LANG_1005064>	"Ossetian"@en	"Ossetisch"@de
<http://purl.obolibrary.org/obo/LANG_1005065>	"Osatu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005066>	"Southern One"@en	""
<http://purl.obolibrary.org/obo/LANG_1005067>	"Old Saxon"@en	""
<http://purl.obolibrary.org/obo/LANG_1005068>	"Ottoman Turkish (1500-1928)"@en	"Osmanisch"@de
<http://purl.obolibrary.org/obo/LANG_1005069>	"Old Tibetan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005070>	"Ot Danum"@en	""
<http://purl.obolibrary.org/obo/LANG_1005071>	"Mezquital Otomi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005072>	"Oti"@en	""
<http://purl.obolibrary.org/obo/LANG_1005073>	"Old Turkish"@en	""
<http://purl.obolibrary.org/obo/LANG_1005074>	"Tilapa Otomi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005075>	"Eastern Highland Otomi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005076>	"Tenango Otomi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005077>	"Querétaro Otomi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005078>	"Otoro"@en	""
<http://purl.obolibrary.org/obo/LANG_1005079>	"Estado de México Otomi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005080>	"Temoaya Otomi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005081>	"Otuke"@en	""
<http://purl.obolibrary.org/obo/LANG_1005082>	"Ottawa"@en	""
<http://purl.obolibrary.org/obo/LANG_1005083>	"Texcatepec Otomi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005084>	"Old Tamil"@en	""
<http://purl.obolibrary.org/obo/LANG_1005085>	"Ixtenco Otomi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005086>	"Tagargrent"@en	""
<http://purl.obolibrary.org/obo/LANG_1005087>	"Glio-Oubi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005088>	"Oune"@en	""
<http://purl.obolibrary.org/obo/LANG_1005089>	"Old Uighur"@en	""
<http://purl.obolibrary.org/obo/LANG_1005090>	"Ouma"@en	""
<http://purl.obolibrary.org/obo/LANG_1005091>	"Elfdalian"@en	""
<http://purl.obolibrary.org/obo/LANG_1005092>	"Owiniga"@en	""
<http://purl.obolibrary.org/obo/LANG_1005093>	"Old Welsh"@en	""
<http://purl.obolibrary.org/obo/LANG_1005094>	"Oy"@en	""
<http://purl.obolibrary.org/obo/LANG_1005095>	"Oyda"@en	""
<http://purl.obolibrary.org/obo/LANG_1005096>	"Wayampi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005097>	"Oya'oya"@en	""
<http://purl.obolibrary.org/obo/LANG_1005098>	"Koonzime"@en	""
<http://purl.obolibrary.org/obo/LANG_1005099>	"Parecís"@en	""
<http://purl.obolibrary.org/obo/LANG_1005100>	"Pacoh"@en	""
<http://purl.obolibrary.org/obo/LANG_1005101>	"Paumarí"@en	""
<http://purl.obolibrary.org/obo/LANG_1005102>	"Pagibete"@en	""
<http://purl.obolibrary.org/obo/LANG_1005103>	"Paranawát"@en	""
<http://purl.obolibrary.org/obo/LANG_1005104>	"Pangasinan"@en	"Pangasinan-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1005105>	"Tenharim"@en	""
<http://purl.obolibrary.org/obo/LANG_1005106>	"Pe"@en	""
<http://purl.obolibrary.org/obo/LANG_1005107>	"Parakanã"@en	""
<http://purl.obolibrary.org/obo/LANG_1005108>	"Pahlavi"@en	"Mittelpersisch"@de
<http://purl.obolibrary.org/obo/LANG_1005109>	"Pampanga"@en	"Pampanggan-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1005110>	"Panjabi"@en	"Pandschabi-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1005111>	"Northern Paiute"@en	""
<http://purl.obolibrary.org/obo/LANG_1005112>	"Papiamento"@en	"Papiamento"@de
<http://purl.obolibrary.org/obo/LANG_1005113>	"Parya"@en	""
<http://purl.obolibrary.org/obo/LANG_1005114>	"Panamint"@en	""
<http://purl.obolibrary.org/obo/LANG_1005115>	"Papasena"@en	""
<http://purl.obolibrary.org/obo/LANG_1005116>	"Papitalai"@en	""
<http://purl.obolibrary.org/obo/LANG_1005117>	"Palauan"@en	"Palau-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1005118>	"Pakaásnovos"@en	""
<http://purl.obolibrary.org/obo/LANG_1005119>	"Pawnee"@en	""
<http://purl.obolibrary.org/obo/LANG_1005120>	"Pankararé"@en	""
<http://purl.obolibrary.org/obo/LANG_1005121>	"Pech"@en	""
<http://purl.obolibrary.org/obo/LANG_1005122>	"Pankararú"@en	""
<http://purl.obolibrary.org/obo/LANG_1005123>	"Páez"@en	""
<http://purl.obolibrary.org/obo/LANG_1005124>	"Patamona"@en	""
<http://purl.obolibrary.org/obo/LANG_1005125>	"Mezontla Popoloca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005126>	"Coyotepec Popoloca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005127>	"Paraujano"@en	""
<http://purl.obolibrary.org/obo/LANG_1005128>	"E'ñapa Woromaipu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005129>	"Parkwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1005130>	"Mak (Nigeria)"@en	""
<http://purl.obolibrary.org/obo/LANG_1005131>	"Puebla Mazatec"@en	""
<http://purl.obolibrary.org/obo/LANG_1005132>	"Kpasam"@en	""
<http://purl.obolibrary.org/obo/LANG_1005133>	"Papel"@en	""
<http://purl.obolibrary.org/obo/LANG_1005134>	"Badyara"@en	""
<http://purl.obolibrary.org/obo/LANG_1005135>	"Pangwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1005136>	"Central Pame"@en	""
<http://purl.obolibrary.org/obo/LANG_1005137>	"Southern Pashto"@en	""
<http://purl.obolibrary.org/obo/LANG_1005138>	"Northern Pashto"@en	""
<http://purl.obolibrary.org/obo/LANG_1005139>	"Pnar"@en	""
<http://purl.obolibrary.org/obo/LANG_1005140>	"Pyu (Papua New Guinea)"@en	""
<http://purl.obolibrary.org/obo/LANG_1005141>	"Santa Inés Ahuatempan Popoloca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005142>	"Pear"@en	""
<http://purl.obolibrary.org/obo/LANG_1005143>	"Bouyei"@en	""
<http://purl.obolibrary.org/obo/LANG_1005144>	"Picard"@en	""
<http://purl.obolibrary.org/obo/LANG_1005145>	"Ruching Palaung"@en	""
<http://purl.obolibrary.org/obo/LANG_1005146>	"Paliyan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005147>	"Paniya"@en	""
<http://purl.obolibrary.org/obo/LANG_1005148>	"Pardhan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005149>	"Duruwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1005150>	"Parenga"@en	""
<http://purl.obolibrary.org/obo/LANG_1005151>	"Paite Chin"@en	""
<http://purl.obolibrary.org/obo/LANG_1005152>	"Pardhi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005153>	"Nigerian Pidgin"@en	""
<http://purl.obolibrary.org/obo/LANG_1005154>	"Piti"@en	""
<http://purl.obolibrary.org/obo/LANG_1005155>	"Pacahuara"@en	""
<http://purl.obolibrary.org/obo/LANG_1005156>	"Pyapun"@en	""
<http://purl.obolibrary.org/obo/LANG_1005157>	"Anam"@en	""
<http://purl.obolibrary.org/obo/LANG_1005158>	"Pennsylvania German"@en	""
<http://purl.obolibrary.org/obo/LANG_1005159>	"Pa Di"@en	""
<http://purl.obolibrary.org/obo/LANG_1005160>	"Podena"@en	""
<http://purl.obolibrary.org/obo/LANG_1005161>	"Padoe"@en	""
<http://purl.obolibrary.org/obo/LANG_1005162>	"Plautdietsch"@en	""
<http://purl.obolibrary.org/obo/LANG_1005163>	"Kayan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005164>	"Peranakan Indonesian"@en	""
<http://purl.obolibrary.org/obo/LANG_1005165>	"Eastern Pomo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005166>	"Mala (Papua New Guinea)"@en	""
<http://purl.obolibrary.org/obo/LANG_1005167>	"Taje"@en	""
<http://purl.obolibrary.org/obo/LANG_1005168>	"Northeastern Pomo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005169>	"Pengo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005170>	"Bonan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005171>	"Chichimeca-Jonaz"@en	""
<http://purl.obolibrary.org/obo/LANG_1005172>	"Northern Pomo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005173>	"Penchal"@en	""
<http://purl.obolibrary.org/obo/LANG_1005174>	"Pekal"@en	""
<http://purl.obolibrary.org/obo/LANG_1005175>	"Phende"@en	""
<http://purl.obolibrary.org/obo/LANG_1005176>	"Old Persian (ca. 600-400 B.C.)"@en	"Altpersisch"@de
<http://purl.obolibrary.org/obo/LANG_1005177>	"Kunja"@en	""
<http://purl.obolibrary.org/obo/LANG_1005178>	"Southern Pomo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005179>	"Iranian Persian"@en	""
<http://purl.obolibrary.org/obo/LANG_1005180>	"Pémono"@en	""
<http://purl.obolibrary.org/obo/LANG_1005181>	"Petats"@en	""
<http://purl.obolibrary.org/obo/LANG_1005182>	"Petjo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005183>	"Eastern Penan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005184>	"Pááfang"@en	""
<http://purl.obolibrary.org/obo/LANG_1005185>	"Peere"@en	""
<http://purl.obolibrary.org/obo/LANG_1005186>	"Pfaelzisch"@en	""
<http://purl.obolibrary.org/obo/LANG_1005187>	"Sudanese Creole Arabic"@en	""
<http://purl.obolibrary.org/obo/LANG_1005188>	"Gāndhārī"@en	""
<http://purl.obolibrary.org/obo/LANG_1005189>	"Pangwali"@en	""
<http://purl.obolibrary.org/obo/LANG_1005190>	"Pagi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005191>	"Rerep"@en	""
<http://purl.obolibrary.org/obo/LANG_1005192>	"Primitive Irish"@en	""
<http://purl.obolibrary.org/obo/LANG_1005193>	"Paelignian"@en	""
<http://purl.obolibrary.org/obo/LANG_1005194>	"Pangseng"@en	""
<http://purl.obolibrary.org/obo/LANG_1005195>	"Pagu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005196>	"Papua New Guinean Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1005197>	"Pa-Hng"@en	""
<http://purl.obolibrary.org/obo/LANG_1005198>	"Phudagi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005199>	"Phuong"@en	""
<http://purl.obolibrary.org/obo/LANG_1005200>	"Phukha"@en	""
<http://purl.obolibrary.org/obo/LANG_1005201>	"Phake"@en	""
<http://purl.obolibrary.org/obo/LANG_1005202>	"Phalura"@en	""
<http://purl.obolibrary.org/obo/LANG_1005203>	"Phimbi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005204>	"Phoenician"@en	"Phönikisch"@de
<http://purl.obolibrary.org/obo/LANG_1005205>	"Phunoi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005206>	"Phana'"@en	""
<http://purl.obolibrary.org/obo/LANG_1005207>	"Pahari-Potwari"@en	""
<http://purl.obolibrary.org/obo/LANG_1005208>	"Phu Thai"@en	""
<http://purl.obolibrary.org/obo/LANG_1005209>	"Phuan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005210>	"Pahlavani"@en	""
<http://purl.obolibrary.org/obo/LANG_1005211>	"Phangduwali"@en	""
<http://purl.obolibrary.org/obo/LANG_1005212>	"Pima Bajo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005213>	"Yine"@en	""
<http://purl.obolibrary.org/obo/LANG_1005214>	"Pinji"@en	""
<http://purl.obolibrary.org/obo/LANG_1005215>	"Piaroa"@en	""
<http://purl.obolibrary.org/obo/LANG_1005216>	"Piro"@en	""
<http://purl.obolibrary.org/obo/LANG_1005217>	"Pingelapese"@en	""
<http://purl.obolibrary.org/obo/LANG_1005218>	"Pisabo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005219>	"Pitcairn-Norfolk"@en	""
<http://purl.obolibrary.org/obo/LANG_1005220>	"Pini"@en	""
<http://purl.obolibrary.org/obo/LANG_1005221>	"Pijao"@en	""
<http://purl.obolibrary.org/obo/LANG_1005222>	"Yom"@en	""
<http://purl.obolibrary.org/obo/LANG_1005223>	"Powhatan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005224>	"Piame"@en	""
<http://purl.obolibrary.org/obo/LANG_1005225>	"Piapoco"@en	""
<http://purl.obolibrary.org/obo/LANG_1005226>	"Pero"@en	""
<http://purl.obolibrary.org/obo/LANG_1005227>	"Piratapuyo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005228>	"Pijin"@en	""
<http://purl.obolibrary.org/obo/LANG_1005229>	"Pitta Pitta"@en	""
<http://purl.obolibrary.org/obo/LANG_1005230>	"Pintupi-Luritja"@en	""
<http://purl.obolibrary.org/obo/LANG_1005231>	"Pileni"@en	""
<http://purl.obolibrary.org/obo/LANG_1005232>	"Pimbwe"@en	""
<http://purl.obolibrary.org/obo/LANG_1005233>	"Piu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005234>	"Piya-Kwonci"@en	""
<http://purl.obolibrary.org/obo/LANG_1005235>	"Pije"@en	""
<http://purl.obolibrary.org/obo/LANG_1005236>	"Pitjantjatjara"@en	""
<http://purl.obolibrary.org/obo/LANG_1005237>	"Ardhamāgadhī Prākrit"@en	""
<http://purl.obolibrary.org/obo/LANG_1005238>	"Pokomo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005239>	"Paekche"@en	""
<http://purl.obolibrary.org/obo/LANG_1005240>	"Pak-Tong"@en	""
<http://purl.obolibrary.org/obo/LANG_1005241>	"Pankhu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005242>	"Pakanha"@en	""
<http://purl.obolibrary.org/obo/LANG_1005243>	"Pökoot"@en	""
<http://purl.obolibrary.org/obo/LANG_1005244>	"Pukapuka"@en	""
<http://purl.obolibrary.org/obo/LANG_1005245>	"Attapady Kurumba"@en	""
<http://purl.obolibrary.org/obo/LANG_1005246>	"Pakistan Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1005247>	"Maleng"@en	""
<http://purl.obolibrary.org/obo/LANG_1005248>	"Paku"@en	""
<http://purl.obolibrary.org/obo/LANG_1005249>	"Miani"@en	""
<http://purl.obolibrary.org/obo/LANG_1005250>	"Polonombauk"@en	""
<http://purl.obolibrary.org/obo/LANG_1005251>	"Central Palawano"@en	""
<http://purl.obolibrary.org/obo/LANG_1005252>	"Polari"@en	""
<http://purl.obolibrary.org/obo/LANG_1005253>	"Palu'e"@en	""
<http://purl.obolibrary.org/obo/LANG_1005254>	"Pilagá"@en	""
<http://purl.obolibrary.org/obo/LANG_1005255>	"Paulohi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005256>	"Pali"@en	"Pali"@de
<http://purl.obolibrary.org/obo/LANG_1005257>	"Polci"@en	""
<http://purl.obolibrary.org/obo/LANG_1005258>	"Kohistani Shina"@en	""
<http://purl.obolibrary.org/obo/LANG_1005259>	"Shwe Palaung"@en	""
<http://purl.obolibrary.org/obo/LANG_1005260>	"Palenquero"@en	""
<http://purl.obolibrary.org/obo/LANG_1005261>	"Oluta Popoluca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005262>	"Palpa"@en	""
<http://purl.obolibrary.org/obo/LANG_1005263>	"Palaic"@en	""
<http://purl.obolibrary.org/obo/LANG_1005264>	"Palaka Senoufo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005265>	"San Marcos Tlacoyalco Popoloca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005266>	"Plateau Malagasy"@en	""
<http://purl.obolibrary.org/obo/LANG_1005267>	"Palikúr"@en	""
<http://purl.obolibrary.org/obo/LANG_1005268>	"Southwest Palawano"@en	""
<http://purl.obolibrary.org/obo/LANG_1005269>	"Brooke's Point Palawano"@en	""
<http://purl.obolibrary.org/obo/LANG_1005270>	"Bolyu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005271>	"Paluan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005272>	"Paama"@en	""
<http://purl.obolibrary.org/obo/LANG_1005273>	"Pambia"@en	""
<http://purl.obolibrary.org/obo/LANG_1005274>	"Pallanganmiddang"@en	""
<http://purl.obolibrary.org/obo/LANG_1005275>	"Pwaamei"@en	""
<http://purl.obolibrary.org/obo/LANG_1005276>	"Pamona"@en	""
<http://purl.obolibrary.org/obo/LANG_1005277>	"Māhārāṣṭri Prākrit"@en	""
<http://purl.obolibrary.org/obo/LANG_1005278>	"Northern Pumi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005279>	"Southern Pumi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005280>	"Pamlico"@en	""
<http://purl.obolibrary.org/obo/LANG_1005281>	"Lingua Franca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005282>	"Pomo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005283>	"Pam"@en	""
<http://purl.obolibrary.org/obo/LANG_1005284>	"Pom"@en	""
<http://purl.obolibrary.org/obo/LANG_1005285>	"Northern Pame"@en	""
<http://purl.obolibrary.org/obo/LANG_1005286>	"Paynamar"@en	""
<http://purl.obolibrary.org/obo/LANG_1005287>	"Piemontese"@en	""
<http://purl.obolibrary.org/obo/LANG_1005288>	"Tuamotuan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005289>	"Plains Miwok"@en	""
<http://purl.obolibrary.org/obo/LANG_1005290>	"Poumei Naga"@en	""
<http://purl.obolibrary.org/obo/LANG_1005291>	"Papuan Malay"@en	""
<http://purl.obolibrary.org/obo/LANG_1005292>	"Southern Pame"@en	""
<http://purl.obolibrary.org/obo/LANG_1005293>	"Punan Bah-Biau"@en	""
<http://purl.obolibrary.org/obo/LANG_1005294>	"Western Panjabi"@en	""
<http://purl.obolibrary.org/obo/LANG_1005295>	"Pannei"@en	""
<http://purl.obolibrary.org/obo/LANG_1005296>	"Mpinda"@en	""
<http://purl.obolibrary.org/obo/LANG_1005297>	"Western Penan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005298>	"Pongu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005299>	"Penrhyn"@en	""
<http://purl.obolibrary.org/obo/LANG_1005300>	"Aoheng"@en	""
<http://purl.obolibrary.org/obo/LANG_1005301>	"Pinjarup"@en	""
<http://purl.obolibrary.org/obo/LANG_1005302>	"Paunaka"@en	""
<http://purl.obolibrary.org/obo/LANG_1005303>	"Paleni"@en	""
<http://purl.obolibrary.org/obo/LANG_1005304>	"Punan Batu 1"@en	""
<http://purl.obolibrary.org/obo/LANG_1005305>	"Pinai-Hagahai"@en	""
<http://purl.obolibrary.org/obo/LANG_1005306>	"Panobo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005307>	"Pancana"@en	""
<http://purl.obolibrary.org/obo/LANG_1005308>	"Pana (Burkina Faso)"@en	""
<http://purl.obolibrary.org/obo/LANG_1005309>	"Panim"@en	""
<http://purl.obolibrary.org/obo/LANG_1005310>	"Ponosakan"@en	""
<http://purl.obolibrary.org/obo/LANG_1005311>	"Pontic"@en	""
<http://purl.obolibrary.org/obo/LANG_1005312>	"Jiongnai Bunu"@en	""
<http://purl.obolibrary.org/obo/LANG_1005313>	"Pinigura"@en	""
<http://purl.obolibrary.org/obo/LANG_1005314>	"Banyjima"@en	""
<http://purl.obolibrary.org/obo/LANG_1005315>	"Phong-Kniang"@en	""
<http://purl.obolibrary.org/obo/LANG_1005316>	"Pinyin"@en	""
<http://purl.obolibrary.org/obo/LANG_1005317>	"Pana (Central African Republic)"@en	""
<http://purl.obolibrary.org/obo/LANG_1005318>	"Poqomam"@en	""
<http://purl.obolibrary.org/obo/LANG_1005319>	"San Juan Atzingo Popoloca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005320>	"Poke"@en	""
<http://purl.obolibrary.org/obo/LANG_1005321>	"Potiguára"@en	""
<http://purl.obolibrary.org/obo/LANG_1005322>	"Poqomchi'"@en	""
<http://purl.obolibrary.org/obo/LANG_1005323>	"Highland Popoluca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005324>	"Pokangá"@en	""
<http://purl.obolibrary.org/obo/LANG_1005325>	"Polish"@en	"Polnisch"@de
<http://purl.obolibrary.org/obo/LANG_1005326>	"Southeastern Pomo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005327>	"Pohnpeian"@en	"Ponapeanisch"@de
<http://purl.obolibrary.org/obo/LANG_1005328>	"Central Pomo"@en	""
<http://purl.obolibrary.org/obo/LANG_1005329>	"Pwapwâ"@en	""
<http://purl.obolibrary.org/obo/LANG_1005330>	"Texistepec Popoluca"@en	""
<http://purl.obolibrary.org/obo/LANG_1005331>	"Portuguese"@en	"Portugiesisch"@de
<http://purl.obolibrary.org/obo/LANG_1005332>	"Sayula Popoluca"@en	""
